KATOTTG_2023,KOATUU_2020,category,name,english name
UA46060390290097084,4622785211,village,Луцики,
UA46060390300058315,4622785212,village,Малий,
UA46060390310085899,4622787613,village,Малі Долини,
UA46060390320045263,4622786706,village,Мощана,
UA46060390330085541,4622787614,village,Ниви,
UA46060390340086179,4622786701,village,Нова Кам’янка,
UA46060390350074405,4622786707,village,Оліярники,
UA46060390360069496,4622786708,village,Пільце,
UA46060390370026982,4622785214,village,Помлинів,
UA46060390380075901,4622787601,village,Потелич,
UA46060390390022217,4622785215,village,Равське,
UA46060390400038966,4622787902,village,Рата,
UA46060390410082148,4622787901,village,Річки,
UA46060390420011755,4622783502,village,Синьковичі,
UA46060390430011293,4622783015,village,Сорочі Лози,
UA46060390440076871,4622785217,village,Старе Село,
UA46060390450064853,4622783023,village,Чорнії,
UA46060390460058008,4622787903,village,Шабельня,
UA46060410000052681,4623686400,hromada,Сокільницька,
UA46060410010099446,4623686401,village,Сокільники,
UA46060410020025900,4623682003,village,Басівка,
UA46060410030063633,4623682001,village,Годовиця,
UA46060430000091455,4623686600,hromada,Солонківська,
UA46060430010053981,4623686601,village,Солонка,
UA46060430020096917,4623681801,village,Вовків,
UA46060430030043485,4623681802,village,Грабник,
UA46060430040093632,4623685602,village,Деревач,
UA46060430050055462,4623682801,village,Жирівка,
UA46060430060086137,4623681803,village,Загір’я,
UA46060430070016804,4623683301,village,Зубра,
UA46060430080046272,4623682802,village,Ков’ярі,
UA46060430090075900,4623681805,village,Кугаїв,
UA46060430100055178,4623685503,village,Липники,
UA46060430110080936,4623686604,village,Малечковичі,
UA46060430120044985,4623682803,village,Милятичі,
UA46060430130091701,4623686605,village,Нагоряни,
UA46060430140082242,4623685603,village,Новосілка,
UA46060430150043460,4623685505,village,Підсадки,
UA46060430160041334,4623685604,village,Підтемне,
UA46060430170093059,4623685501,village,Поршна,
UA46060430180071769,4623685601,village,Раковець,
UA46060430190018430,4623681807,village,Селисько,
UA46060430200027119,4623681809,village,Товщів,
UA46060430210063413,4623685605,village,Хоросно,
UA46060450000037997,4623655500,hromada,Щирецька,
UA46060450010052417,4623655500,urban village,Щирець,
UA46060450020071492,4623655505,village,Горбачі,
UA46060450030097059,4623655506,village,Гуменець,
UA46060450040050397,4623655507,village,Дмитре,
UA46060450050021907,4623655501,village,Дуб’янка,
UA46060450060026106,4623655508,village,Лани,
UA46060450070031784,4623655509,village,Льопи,
UA46060450080062882,4623655510,village,Никонковичі,
UA46060450090035581,4623655502,village,Одиноке,
UA46060450100035546,4623655511,village,Піски,
UA46060450110081037,4623655512,village,Попеляни,
UA46060450120093154,4623655503,village,Сердиця,
UA46060450130023173,4623655513,village,Соколівка,
UA46060450140070204,4623655514,village,Сороки,
UA46060450150048425,4623655515,village,Черкаси,Cherkasy
UA46060450160059513,4623655504,village,Шуфраганка,
UA46060450170055578,4623655516,village,Яструбків,
UA46080000000017237,4624200000,district,Самбірський,Sambirskyi
UA46080010000010628,4624280600,hromada,Бісковицька,
UA46080010010053301,4624280601,village,Бісковичі,
UA46080010020060858,4624281602,village,Баранівці,
UA46080010030048832,4624281603,village,Берестяни,
UA46080010040033350,4625183102,village,Биличі,
UA46080010050096417,4625183103,village,Букова,
UA46080010060052565,4624281609,village,Вербівка,
UA46080010070058330,4624281610,village,Верхівці,
UA46080010080041937,4624280604,village,Викоти,
UA46080010090038453,4624281611,village,Владипіль,
UA46080010100099753,4624281604,village,Волиця,
UA46080010110033005,4624281601,village,Воля-Баранецька,
UA46080010120085336,4624282201,village,Воютичі,
UA46080010130015478,4624280602,village,Заріччя,
UA46080010140020538,4624282203,village,Заріччя,
UA46080010150098826,4624281612,village,Колонія,
UA46080010160030847,4624281605,village,Копань,
UA46080010170065543,4624281606,village,Красниця,
UA46080010180050912,4624280605,village,Лановичі,
UA46080010190022835,4625183101,village,Лютовиська,
UA46080010200068822,4624280606,village,Максимовичі,
UA46080010210093269,4624281613,village,Мала Вербівка,
UA46080010220060954,4624281607,village,Малі Баранівці,
UA46080010230034882,4624281608,village,Міжгайці,
UA46080010240021972,4625185102,village,Надиби,
UA46080010250038886,4624280607,village,П’яновичі,
UA46080010260077219,4625183104,village,Ракова,
UA46080010270088359,4624281614,village,Рогізно,
UA46080010280048187,4624280603,village,Рудня,
UA46080010290040671,4624281615,village,Садковичі,
UA46080010300066767,4625185101,village,Сусідовичі,
UA46080010310069448,4624280608,village,Тарава,
UA46080010320033834,4624282204,village,Язи,
UA46080030000048662,4625555300,hromada,Боринська,
UA46080030010097733,4625555300,urban village,Бориня,
UA46080030020034477,4625585602,village,Багнувате,
UA46080030030030932,4625587103,village,Беньова,
UA46080030040070120,4625580301,village,Бітля,
UA46080030050025885,4625580601,village,Боберка,
UA46080030060015452,4625583903,village,Буковинка,
UA46080030070066407,4625581901,village,Верхнє,
UA46080030080099938,4625581301,village,Верхнє Висоцьке,
UA46080030090035379,4625581601,village,Верхнє Гусне,
UA46080030100081002,4625586202,village,Верхній Турів,
UA46080030110058359,4625582201,village,Верхня Яблунька,
UA46080030120065904,4625583906,village,Закичера,
UA46080030130076217,4625585903,village,Заріччя,
UA46080030140089993,4625583908,village,Зворець,
UA46080030150065159,4625584402,village,Івашківці,
UA46080030160022138,4625583701,village,Карпатське,
UA46080030170014024,4625583901,village,Комарники,
UA46080030180098085,4625584401,village,Кривка,
UA46080030190065552,4625584901,village,Либохора,
UA46080030200040637,4625585605,village,Межигір’я,
UA46080030210092782,4625581903,village,Нижнє,
UA46080030220021558,4625585901,village,Нижнє Висоцьке,
UA46080030230022090,4625581602,village,Нижнє Гусне,
UA46080030240013098,4625586201,village,Нижній Турів,
UA46080030250018882,4625586501,village,Нижня Яблунька,
UA46080030260065935,4625585601,village,Риків,
UA46080030270015182,4625585907,village,Ропавське,
UA46080030280090094,4625580305,village,Сигловате,
UA46080030290016282,4625587101,village,Сянки,
UA46080030300047961,4625587301,village,Шандровець,
UA46080030310054088,4625585909,village,Штуковець,
UA46080030320027978,4625585911,village,Яблунів,
UA46080030330060442,4625581905,village,Яворів,Yavoriv
UA46080050000015399,4625110300,hromada,Добромильська,
UA46080050010034058,4625110300,city,Добромиль,
UA46080050020013973,4625155400,urban village,Нижанковичі,
UA46080050030048855,4625180502,village,Библо,
UA46080050040017501,4625180401,village,Болозів,
UA46080050050011168,4625183902,village,Боневичі,
UA46080050060017213,4625180501,village,Боршевичі,
UA46080050070035211,4625182902,village,Велике,
UA46080050080060311,4625183304,village,Вілюничі,
UA46080050090059796,4625183903,village,Городисько,
UA46080050100047660,4625183904,village,Грабівниця,
UA46080050110050247,4625182301,village,Грушатичі,
UA46080050120057461,4625184902,village,Губичі,
UA46080050130068990,4625182302,village,Дешичі,
UA46080050140033748,4625183305,village,Дроздовичі,
UA46080050150049480,4625183302,village,Зоротовичі,
UA46080050160096807,4625182901,village,Княжпіль,
UA46080050170080696,4625183905,village,Комаровичі,
UA46080050180050996,4625183001,village,Конів,
UA46080050190088601,4625182903,village,Кропивник,
UA46080050200078352,4625182904,village,Мігово,
UA46080050210082780,4625183301,village,Міженець,
UA46080050220099341,4625180403,village,Нижня Вовча,
UA46080050230048850,4625183901,village,Нове Місто,
UA46080050240088504,4625183306,village,Пацьковичі,
UA46080050250015285,4625184105,village,Передільниця,
UA46080050260041697,4625184107,village,Підмостичі,
UA46080050270037833,4625186302,village,Поляна,
UA46080050280060717,4625183906,village,Посада-Новоміська,
UA46080050290077171,4625186303,village,П’ятниця,
UA46080050300074268,4625186304,village,Рожеве,
UA46080050310075086,4625182303,village,Саночани,
UA46080050320056441,4625184901,village,Солянуватка,
UA46080050330099146,4625183303,village,Стороневичі,
UA46080050340079312,4625186301,village,Тернава,
UA46080050350067950,4625183003,village,Товарна,
UA46080050360064995,4625184101,village,Трушевичі,
UA46080050370010635,4625182304,village,Чижки,
UA46080070000035761,4624210300,hromada,Новокалинівська,
UA46080070010059040,4624210300,city,Новий Калинів,
UA46080070020027363,4624255300,urban village,Дубляни,
UA46080070030051727,4624280301,village,Бабина,
UA46080070040044680,4624280302,village,Береги,
UA46080070050027868,4624283402,village,Бірчиці,
UA46080070060070837,4624210301,village,Велика Білина,
UA46080070070091003,4624281301,village,Велика Озимина,
UA46080070080076906,4624210302,village,Велика Хвороща,
UA46080070090021139,4624210303,village,Гординя,
UA46080070100023249,4624286002,village,Залужани,
UA46080070110063860,4624284602,village,Зарайське,
UA46080070120028434,4624210304,village,Калинів,
UA46080070130063506,4624284603,village,Климівщина,
